customer_id,product_id,amount
8430,1,9
8430,2,0
8430,3,6
8430,4,3
8430,5,1
8430,6,3
7281,1,81
7281,2,11
7281,3,50
7281,4,3
7281,5,2
7281,6,39
2139,1,3
2139,2,1
2139,3,10
2139,4,3
2139,5,2
2139,6,12
1371,1,123
1371,2,164
1371,3,266
1371,4,227
1371,5,30
1371,6,174
9909,1,3
9909,2,18
9909,3,14
9909,4,15
9909,5,22
9909,6,50
7286,1,13
7286,2,6
7286,3,15
7286,4,3
7286,5,5
7286,6,13
7244,1,48
7244,2,5
7244,3,48
7244,4,6
7244,5,10
7244,6,7
6566,1,826
6566,2,50
6566,3,317
6566,4,50
6566,5,38
6566,6,38
8614,1,245
8614,2,19
8614,3,125
8614,4,37
8614,5,67
8614,6,14
4114,1,650
4114,2,37
4114,3,780
4114,4,27
4114,5,167
4114,6,32
1331,1,12
1331,2,6
1331,3,20
1331,4,30
1331,5,1
1331,6,3
2225,1,510
2225,2,120
2225,3,550
2225,4,156
2225,5,40
2225,6,241
9381,1,328
9381,2,9
9381,3,124
9381,4,12
9381,5,24
9381,6,109
6260,1,984
6260,2,51
6260,3,432
6260,4,180
6260,5,120
6260,6,190
10383,1,295
10383,2,35
10383,3,482
10383,4,121
10383,5,120
10383,6,40
7437,1,13
7437,2,0
7437,3,8
7437,4,2
7437,5,1
7437,6,5
8557,1,11
8557,2,3
8557,3,22
8557,4,2
8557,5,2
8557,6,6
8375,1,447
8375,2,0
8375,3,28
8375,4,0
8375,5,0
8375,6,43
6853,1,712
6853,2,26
6853,3,538
6853,4,69
6853,5,13
6853,6,80
3076,1,452
3076,2,18
3076,3,102
3076,4,16
3076,5,18
3076,6,6
1012,1,523
1012,2,7
1012,3,134
1012,4,37
1012,5,14
1012,6,169
6518,1,546
6518,2,0
6518,3,48
6518,4,0
6518,5,6
6518,6,6
4137,1,398
4137,2,40
4137,3,367
4137,4,119
4137,5,122
4137,6,30
8082,1,1
8082,2,3
8082,3,6
8082,4,3
8082,5,6
8082,6,15
1386,1,10
1386,2,0
1386,3,1
1386,4,0
1386,5,0
1386,6,0
9369,1,688
9369,2,14
9369,3,309
9369,4,201
9369,5,24
9369,6,38
4477,1,247
4477,2,49
4477,3,159
4477,4,7
4477,5,82
4477,6,109
1357,1,856
1357,2,59
1357,3,487
1357,4,58
1357,5,29
1357,6,73
1402,1,496
1402,2,36
1402,3,460
1402,4,189
1402,5,60
1402,6,12
10629,1,25
10629,2,3
10629,3,43
10629,4,17
10629,5,4
10629,6,17
6312,1,258
6312,2,107
6312,3,291
6312,4,84
6312,5,37
6312,6,86
8132,1,565
8132,2,6
8132,3,65
8132,4,0
8132,5,6
8132,6,19
1050,1,14
1050,2,10
1050,3,13
1050,4,4
1050,5,15
1050,6,9
5846,1,2
5846,2,1
5846,3,6
5846,4,2
5846,5,1
5846,6,1
1859,1,721
1859,2,111
1859,3,925
1859,4,97
1859,5,18
1859,6,18
7503,1,1032
7503,2,105
7503,3,779
7503,4,137
7503,5,105
7503,6,51
10401,1,1
10401,2,0
10401,3,5
10401,4,0
10401,5,3
10401,6,9
1618,1,577
1618,2,0
1618,3,64
1618,4,0
1618,5,0
1618,6,51
3332,1,64
3332,2,4
3332,3,68
3332,4,7
3332,5,5
3332,6,17
2261,1,4
2261,2,1
2261,3,5
2261,4,2
2261,5,0
2261,6,4
5346,1,25
5346,2,5
5346,3,19
5346,4,7
5346,5,0
5346,6,23
4119,1,112
4119,2,17
4119,3,44
4119,4,34
4119,5,22
4119,6,89
535,1,163
535,2,23
535,3,424
535,4,27
535,5,65
535,6,76
5268,1,17
5268,2,8
5268,3,14
5268,4,10
5268,5,4
5268,6,3
273,1,130
273,2,0
273,3,16
273,4,0
273,5,0
273,6,5
4452,1,292
4452,2,6
4452,3,37
4452,4,0
4452,5,3
4452,6,34
8504,1,350
8504,2,60
8504,3,568
8504,4,110
8504,5,133
8504,6,145
771,1,135
771,2,9
771,3,39
771,4,4
771,5,0
771,6,7
8996,1,230
8996,2,42
8996,3,192
8996,4,49
8996,5,37
8996,6,53
9235,1,7
9235,2,0
9235,3,8
9235,4,2
9235,5,0
9235,6,1
5798,1,445
5798,2,37
5798,3,359
5798,4,98
5798,5,28
5798,6,18
11178,1,15
11178,2,2
11178,3,10
11178,4,0
11178,5,1
11178,6,4
2230,1,27
2230,2,2
2230,3,14
2230,4,0
2230,5,0
2230,6,0
7516,1,5
7516,2,3
7516,3,11
7516,4,12
7516,5,5
7516,6,9
7247,1,505
7247,2,0
7247,3,26
7247,4,0
7247,5,0
7247,6,75
11100,1,51
11100,2,2
11100,3,7
11100,4,0
11100,5,1
11100,6,2
4646,1,207
4646,2,26
4646,3,447
4646,4,75
4646,5,0
4646,6,223
3037,1,135
3037,2,46
3037,3,92
3037,4,65
3037,5,61
3037,6,11
1473,1,53
1473,2,1
1473,3,5
1473,4,2
1473,5,1
1473,6,10
1016,1,41
1016,2,1
1016,3,6
1016,4,2
1016,5,0
1016,6,5
4518,1,386
4518,2,172
4518,3,183
4518,4,185
4518,5,132
4518,6,111
9370,1,562
9370,2,81
9370,3,276
9370,4,80
9370,5,40
9370,6,81
8908,1,217
8908,2,76
8908,3,690
8908,4,50
8908,5,26
8908,6,38
8373,1,1
8373,2,3
8373,3,6
8373,4,10
8373,5,0
8373,6,9
7533,1,144
7533,2,1
7533,3,32
7533,4,2
7533,5,1
7533,6,7
2683,1,295
2683,2,106
2683,3,271
2683,4,75
2683,5,98
2683,6,65
3629,1,76
3629,2,3
3629,3,31
3629,4,4
3629,5,4
3629,6,27
10991,1,454
10991,2,194
10991,3,106
10991,4,31
10991,5,22
10991,6,43
5077,1,425
5077,2,115
5077,3,292
5077,4,23
5077,5,35
5077,6,79
7431,1,1332
7431,2,17
7431,3,311
7431,4,23
7431,5,51
7431,6,86
3267,1,527
3267,2,0
3267,3,21
3267,4,0
3267,5,0
3267,6,60
999,1,490
999,2,44
999,3,125
999,4,29
999,5,20
999,6,22
9215,1,378
9215,2,0
9215,3,101
9215,4,0
9215,5,0
9215,6,72
2286,1,64
2286,2,1
2286,3,21
2286,4,0
2286,5,1
2286,6,27
1592,1,547
1592,2,99
1592,3,812
1592,4,151
1592,5,82
1592,6,33
367,1,47
367,2,90
367,3,94
367,4,123
367,5,103
367,6,120
5234,1,12
5234,2,5
5234,3,25
5234,4,0
5234,5,9
5234,6,30
9862,1,1
9862,2,6
9862,3,7
9862,4,11
9862,5,5
9862,6,3
9805,1,320
9805,2,48
9805,3,133
9805,4,39
9805,5,72
9805,6,48
6205,1,34
6205,2,3
6205,3,29
6205,4,0
6205,5,4
6205,6,10
8442,1,9
8442,2,0
8442,3,7
8442,4,3
8442,5,4
8442,6,7
7386,1,17
7386,2,0
7386,3,14
7386,4,7
7386,5,3
7386,6,2
7215,1,722
7215,2,27
7215,3,102
7215,4,44
7215,5,72
7215,6,168
1491,1,162
1491,2,33
1491,3,124
1491,4,40
1491,5,28
1491,6,172
11071,1,450
11071,2,133
11071,3,951
11071,4,173
11071,5,0
11071,6,216
3381,1,70
3381,2,0
3381,3,16
3381,4,0
3381,5,0
3381,6,4
8268,1,352
8268,2,0
8268,3,27
8268,4,10
8268,5,0
8268,6,15
11051,1,492
11051,2,19
11051,3,110
11051,4,16
11051,5,12
11051,6,12
8026,1,120
8026,2,58
8026,3,73
8026,4,65
8026,5,89
8026,6,58
433,1,534
433,2,5
433,3,47
433,4,0
433,5,5
433,6,41
9597,1,236
9597,2,106
9597,3,189
9597,4,23
9597,5,41
9597,6,130
1295,1,231
1295,2,65
1295,3,196
1295,4,38
1295,5,71
1295,6,124
5290,1,220
5290,2,0
5290,3,33
5290,4,3
5290,5,0
5290,6,23
1685,1,796
1685,2,14
1685,3,590
1685,4,38
1685,5,44
1685,6,0
5342,1,0
5342,2,1
5342,3,3
5342,4,10
5342,5,6
5342,6,9
9579,1,53
9579,2,1
9579,3,34
9579,4,2
9579,5,0
9579,6,16
7660,1,15
7660,2,0
7660,3,8
7660,4,4
7660,5,2
7660,6,20
1461,1,17
1461,2,1
1461,3,12
1461,4,3
1461,5,1
1461,6,4
821,1,962
821,2,61
821,3,921
821,4,52
821,5,61
821,6,20
11084,1,738
11084,2,0
11084,3,232
11084,4,13
11084,5,20
11084,6,50
8690,1,399
8690,2,28
8690,3,756
8690,4,36
8690,5,40
8690,6,126
2937,1,614
2937,2,16
2937,3,132
2937,4,43
2937,5,33
2937,6,33
9701,1,32
9701,2,34
9701,3,41
9701,4,73
9701,5,16
9701,6,116
9949,1,598
9949,2,16
9949,3,141
9949,4,32
9949,5,41
9949,6,49
10837,1,2
10837,2,1
10837,3,18
10837,4,20
10837,5,11
10837,6,16
3120,1,6
3120,2,1
3120,3,10
3120,4,0
3120,5,1
3120,6,4
5885,1,73
5885,2,3
5885,3,90
5885,4,12
5885,5,1
5885,6,32
4050,1,42
4050,2,16
4050,3,29
4050,4,12
4050,5,20
4050,6,8
3830,1,295
3830,2,21
3830,3,78
3830,4,39
3830,5,13
3830,6,13
7987,1,346
7987,2,17
7987,3,48
7987,4,23
7987,5,13
7987,6,13
7798,1,233
7798,2,20
7798,3,57
7798,4,8
7798,5,20
7798,6,91
92,1,5
92,2,7
92,3,24
92,4,19
92,5,14
92,6,20
7055,1,888
7055,2,0
7055,3,57
7055,4,0
7055,5,0
7055,6,76
10240,1,997
10240,2,26
10240,3,269
10240,4,34
10240,5,13
10240,6,42
3025,1,212
3025,2,6
3025,3,69
3025,4,4
3025,5,12
3025,6,3
9283,1,8
9283,2,1
9283,3,7
9283,4,2
9283,5,0
9283,6,0
9970,1,42
9970,2,11
9970,3,57
9970,4,10
9970,5,28
9970,6,14
2730,1,536
2730,2,11
2730,3,387
2730,4,149
2730,5,91
2730,6,57
2795,1,5
2795,2,0
2795,3,3
2795,4,0
2795,5,0
2795,6,5
9260,1,1349
9260,2,16
9260,3,249
9260,4,43
9260,5,16
9260,6,33
8182,1,53
8182,2,3
8182,3,49
8182,4,7
8182,5,4
8182,6,5
10095,1,1001
10095,2,12
10095,3,240
10095,4,16
10095,5,12
10095,6,12
8475,1,20
8475,2,2
8475,3,1582
8475,4,1
8475,5,2
8475,6,1
4370,1,18
4370,2,1
4370,3,32
4370,4,6
4370,5,3
4370,6,28
10573,1,125
10573,2,16
10573,3,98
10573,4,134
10573,5,21
10573,6,27
3712,1,212
3712,2,5
3712,3,33
3712,4,7
3712,5,0
3712,6,2
6637,1,277
6637,2,162
6637,3,305
6637,4,173
6637,5,76
6637,6,124
3152,1,15
3152,2,10
3152,3,19
3152,4,8
3152,5,17
3152,6,20
5610,1,7
5610,2,3
5610,3,10
5610,4,8
5610,5,1
5610,6,7
6460,1,12
6460,2,4
6460,3,6
6460,4,11
6460,5,8
6460,6,16
1349,1,85
1349,2,7
1349,3,24
1349,4,2
1349,5,3
1349,6,27
1880,1,81
1880,2,0
1880,3,6
1880,4,0
1880,5,0
1880,6,6
641,1,59
641,2,0
641,3,12
641,4,0
641,5,0
641,6,48
8717,1,1149
8717,2,71
8717,3,449
8717,4,69
8717,5,71
8717,6,26
10314,1,847
10314,2,66
10314,3,119
10314,4,86
10314,5,89
10314,6,111
10854,1,29
10854,2,0
10854,3,14
10854,4,0
10854,5,0
10854,6,2
10492,1,2
10492,2,0
10492,3,5
10492,4,2
10492,5,0
10492,6,1
6935,1,207
6935,2,26
6935,3,447
6935,4,75
6935,5,0
6935,6,223
7698,1,152
7698,2,3
7698,3,22
7698,4,2
7698,5,5
7698,6,7
3559,1,12
3559,2,11
3559,3,10
3559,4,3
3559,5,12
3559,6,9
10562,1,620
10562,2,26
10562,3,195
10562,4,34
10562,5,17
10562,6,141
10796,1,47
10796,2,1
10796,3,6
10796,4,0
10796,5,0
10796,6,12
2563,1,1
2563,2,9
2563,3,7
2563,4,2
2563,5,14
2563,6,10
3518,1,10
3518,2,1
3518,3,18
3518,4,10
3518,5,4
3518,6,7
5823,1,35
5823,2,0
5823,3,2
5823,4,0
5823,5,0
5823,6,2
3934,1,356
3934,2,0
3934,3,107
3934,4,19
3934,5,9
3934,6,117
6982,1,783
6982,2,30
6982,3,537
6982,4,140
6982,5,76
6982,6,15
6431,1,42
6431,2,1
6431,3,18
6431,4,3
6431,5,0
6431,6,4
9733,1,1
9733,2,4
9733,3,10
9733,4,29
9733,5,0
9733,6,36
5602,1,466
5602,2,22
5602,3,432
5602,4,147
5602,5,113
5602,6,102
7829,1,15
7829,2,6
7829,3,8
7829,4,7
7829,5,4
7829,6,25
1324,1,23
1324,2,3
1324,3,21
1324,4,3
1324,5,19
1324,6,22
326,1,235
326,2,6
326,3,45
326,4,8
326,5,9
326,6,12
7224,1,10
7224,2,0
7224,3,10
7224,4,3
7224,5,1
7224,6,7
6999,1,656
6999,2,16
6999,3,106
6999,4,32
6999,5,16
6999,6,8
9938,1,519
9938,2,17
9938,3,813
9938,4,27
9938,5,173
9938,6,51
6422,1,344
6422,2,189
6422,3,482
6422,4,50
6422,5,33
6422,6,172
3182,1,96
3182,2,1
3182,3,79
3182,4,7
3182,5,1
3182,6,79
7300,1,448
7300,2,4
7300,3,34
7300,4,6
7300,5,4
7300,6,39
10424,1,265
10424,2,138
10424,3,553
10424,4,224
10424,5,23
10424,6,92
8727,1,587
8727,2,43
8727,3,337
8727,4,42
8727,5,87
8727,6,54
2798,1,763
2798,2,29
2798,3,138
2798,4,76
2798,5,176
2798,6,58
1030,1,22
1030,2,0
1030,3,13
1030,4,0
1030,5,0
1030,6,3
624,1,6
624,2,4
624,3,1
624,4,7
624,5,2
624,6,15
5176,1,7
5176,2,6
5176,3,13
5176,4,7
5176,5,6
5176,6,14
5552,1,81
5552,2,18
5552,3,113
5552,4,47
5552,5,13
5552,6,21
868,1,54
868,2,0
868,3,7
868,4,0
868,5,0
868,6,4
380,1,1170
380,2,48
380,3,320
380,4,42
380,5,32
380,6,192
2677,1,72
2677,2,24
2677,3,68
2677,4,65
2677,5,4
2677,6,8
6521,1,613
6521,2,22
6521,3,319
6521,4,33
6521,5,102
6521,6,12
6927,1,224
6927,2,0
6927,3,30
6927,4,0
6927,5,0
6927,6,10
2877,1,410
2877,2,0
2877,3,59
2877,4,19
2877,5,9
2877,6,44
0,1,239
0,2,10
0,3,554
0,4,254
0,5,87
0,6,54
1584,1,171
1584,2,7
1584,3,171
1584,4,25
1584,5,19
1584,6,89
7264,1,12
7264,2,0
7264,3,4
7264,4,0
7264,5,0
7264,6,1
6274,1,1076
6274,2,16
6274,3,417
6274,4,42
6274,5,48
6274,6,16
1377,1,182
1377,2,4
1377,3,33
1377,4,0
1377,5,0
1377,6,66
454,1,824
454,2,32
454,3,162
454,4,42
454,5,32
454,6,43
1755,1,30
1755,2,11
1755,3,25
1755,4,29
1755,5,1
1755,6,18
2075,1,377
2075,2,10
2075,3,540
2075,4,80
2075,5,30
2075,6,10
4785,1,520
4785,2,7
4785,3,154
4785,4,19
4785,5,0
4785,6,14
9076,1,155
9076,2,1
9076,3,25
9076,4,0
9076,5,1
9076,6,3
7079,1,897
7079,2,23
7079,3,207
7079,4,15
7079,5,11
7079,6,92
4653,1,131
4653,2,0
4653,3,16
4653,4,2
4653,5,1
4653,6,39
7375,1,297
7375,2,7
7375,3,79
7375,4,0
7375,5,11
7375,6,182
709,1,787
709,2,20
709,3,204
709,4,0
709,5,0
709,6,92
460,1,792
460,2,86
460,3,740
460,4,67
460,5,51
460,6,17
3726,1,4
3726,2,1
3726,3,9
3726,4,3
3726,5,0
3726,6,0
6798,1,231
6798,2,7
6798,3,137
6798,4,4
6798,5,15
6798,6,39
5341,1,983
5341,2,76
5341,3,184
5341,4,180
5341,5,138
5341,6,27
1606,1,3
1606,2,1
1606,3,8
1606,4,4
1606,5,3
1606,6,3
9617,1,0
9617,2,4
9617,3,5
9617,4,6
9617,5,0
9617,6,4
3233,1,562
3233,2,21
3233,3,464
3233,4,28
3233,5,10
3233,6,32
89,1,5
89,2,9
89,3,20
89,4,6
89,5,8
89,6,21
2936,1,18
2936,2,0
2936,3,4
2936,4,0
2936,5,0
2936,6,1
9449,1,415
9449,2,5
9449,3,124
9449,4,15
9449,5,35
9449,6,11
7297,1,5
7297,2,3
7297,3,10
7297,4,12
7297,5,7
7297,6,20
11004,1,8
11004,2,0
11004,3,5
11004,4,7
11004,5,0
11004,6,2
313,1,901
313,2,61
313,3,757
313,4,186
313,5,163
313,6,20
9940,1,382
9940,2,114
9940,3,276
9940,4,75
9940,5,124
9940,6,38
10735,1,14
10735,2,1
10735,3,7
10735,4,2
10735,5,1
10735,6,1
9529,1,559
9529,2,153
9529,3,503
9529,4,218
9529,5,13
9529,6,181
6439,1,789
6439,2,0
6439,3,133
6439,4,0
6439,5,28
6439,6,152
7411,1,11
7411,2,0
7411,3,5
7411,4,0
7411,5,0
7411,6,1
2176,1,1218
2176,2,16
2176,3,272
2176,4,104
2176,5,0
2176,6,80
9265,1,925
9265,2,64
9265,3,179
9265,4,133
9265,5,12
9265,6,77
8867,1,864
8867,2,134
8867,3,768
8867,4,150
8867,5,38
8867,6,172
8932,1,960
8932,2,28
8932,3,183
8932,4,220
8932,5,70
8932,6,70
10236,1,16
10236,2,3
10236,3,25
10236,4,6
10236,5,1
10236,6,13
6340,1,3
6340,2,3
6340,3,7
6340,4,0
6340,5,2
6340,6,11
10089,1,168
10089,2,148
10089,3,444
10089,4,32
10089,5,172
10089,6,148
2227,1,45
2227,2,47
2227,3,52
2227,4,21
2227,5,20
2227,6,25
10992,1,650
10992,2,28
10992,3,353
10992,4,45
10992,5,42
10992,6,30
5304,1,24
5304,2,0
5304,3,8
5304,4,0
5304,5,0
5304,6,1
309,1,918
309,2,21
309,3,118
309,4,13
309,5,10
309,6,21
3406,1,138
3406,2,33
3406,3,87
3406,4,28
3406,5,24
3406,6,12
2661,1,12
2661,2,4
2661,3,2
2661,4,10
2661,5,6
2661,6,10
3153,1,11
3153,2,0
3153,3,4
3153,4,0
3153,5,0
3153,6,2
10264,1,1
10264,2,2
10264,3,8
10264,4,4
10264,5,3
10264,6,13
1184,1,554
1184,2,41
1184,3,215
1184,4,11
1184,5,0
1184,6,24
4200,1,167
4200,2,2
4200,3,62
4200,4,24
4200,5,13
4200,6,7
9396,1,9
9396,2,0
9396,3,6
9396,4,4
9396,5,1
9396,6,5
2387,1,177
2387,2,2
2387,3,71
2387,4,3
2387,5,2
2387,6,20
6690,1,38
6690,2,4
6690,3,22
6690,4,4
6690,5,2
6690,6,20
1225,1,483
1225,2,84
1225,3,398
1225,4,205
1225,5,84
1225,6,241
9703,1,77
9703,2,2
9703,3,35
9703,4,0
9703,5,1
9703,6,69
291,1,182
291,2,74
291,3,298
291,4,162
291,5,149
291,6,116
4557,1,10
4557,2,7
4557,3,19
4557,4,8
4557,5,2
4557,6,21
2379,1,778
2379,2,44
2379,3,499
2379,4,95
2379,5,73
2379,6,146
5726,1,16
5726,2,7
5726,3,23
5726,4,0
5726,5,8
5726,6,6
3066,1,167
3066,2,0
3066,3,43
3066,4,6
3066,5,2
3066,6,13
6336,1,13
6336,2,2
6336,3,14
6336,4,8
6336,5,7
6336,6,4
10967,1,33
10967,2,6
10967,3,40
10967,4,3
10967,5,7
10967,6,10
2304,1,625
2304,2,7
2304,3,99
2304,4,10
2304,5,22
2304,6,7
3445,1,216
3445,2,162
3445,3,224
3445,4,101
3445,5,92
3445,6,162
7828,1,68
7828,2,129
7828,3,396
7828,4,188
7828,5,22
7828,6,15
3762,1,196
3762,2,0
3762,3,512
3762,4,33
3762,5,130
3762,6,54
4391,1,635
4391,2,15
4391,3,100
4391,4,20
4391,5,7
4391,6,131
4669,1,4
4669,2,19
4669,3,9
4669,4,28
4669,5,25
4669,6,17
10144,1,297
10144,2,7
10144,3,79
10144,4,0
10144,5,11
10144,6,182
8652,1,84
8652,2,5
8652,3,38
8652,4,150
8652,5,12
8652,6,28
1672,1,204
1672,2,7
1672,3,149
1672,4,20
1672,5,15
1672,6,66
8962,1,26
8962,2,0
8962,3,8
8962,4,0
8962,5,0
8962,6,3
9974,1,15
9974,2,6
9974,3,20
9974,4,4
9974,5,5
9974,6,20
10983,1,304
10983,2,98
10983,3,230
10983,4,150
10983,5,74
10983,6,74
8148,1,285
8148,2,28
8148,3,242
8148,4,55
8148,5,114
8148,6,135
10102,1,395
10102,2,183
10102,3,565
10102,4,166
10102,5,141
10102,6,28
4697,1,248
4697,2,3
4697,3,81
4697,4,4
4697,5,3
4697,6,51
9262,1,20
9262,2,6
9262,3,5
9262,4,0
9262,5,9
9262,6,12
7254,1,39
7254,2,0
7254,3,56
7254,4,20
7254,5,8
7254,6,14
4543,1,777
4543,2,129
4543,3,573
4543,4,216
4543,5,21
4543,6,203
4927,1,8
4927,2,3
4927,3,22
4927,4,21
4927,5,1
4927,6,13
10451,1,9
10451,2,1
10451,3,3
10451,4,0
10451,5,4
10451,6,8
2926,1,1241
2926,2,0
2926,3,80
2926,4,0
2926,5,13
2926,6,40
2874,1,6
2874,2,4
2874,3,7
2874,4,4
2874,5,3
2874,6,8
9738,1,65
9738,2,4
9738,3,16
9738,4,0
9738,5,4
9738,6,11
7119,1,395
7119,2,15
7119,3,263
7119,4,60
7119,5,54
7119,6,38
3924,1,801
3924,2,0
3924,3,80
3924,4,0
3924,5,0
3924,6,35
5827,1,36
5827,2,0
5827,3,12
5827,4,2
5827,5,2
5827,6,10
5596,1,513
5596,2,14
5596,3,154
5596,4,19
5596,5,0
5596,6,28
10812,1,37
10812,2,0
10812,3,46
10812,4,4
10812,5,3
10812,6,0
1717,1,80
1717,2,15
1717,3,93
1717,4,20
1717,5,13
1717,6,52
9491,1,14
9491,2,1
9491,3,21
9491,4,2
9491,5,3
9491,6,25
9274,1,525
9274,2,147
9274,3,112
9274,4,219
9274,5,147
9274,6,63
6609,1,1
6609,2,26
6609,3,25
6609,4,17
6609,5,23
6609,6,15
6963,1,675
6963,2,11
6963,3,400
6963,4,15
6963,5,45
6963,6,11
4440,1,509
4440,2,0
4440,3,27
4440,4,0
4440,5,0
4440,6,10
1379,1,154
1379,2,2
1379,3,46
1379,4,20
1379,5,4
1379,6,15
10032,1,3
10032,2,5
10032,3,14
10032,4,2
10032,5,12
10032,6,17
2826,1,25
2826,2,0
2826,3,8
2826,4,2
2826,5,0
2826,6,2
2437,1,861
2437,2,138
2437,3,461
2437,4,60
2437,5,30
2437,6,61
6320,1,768
6320,2,44
6320,3,561
6320,4,77
6320,5,44
6320,6,14
3050,1,185
3050,2,0
3050,3,28
3050,4,3
3050,5,2
3050,6,17
231,1,24
231,2,0
231,3,7
231,4,0
231,5,0
231,6,1
2392,1,44
2392,2,4
2392,3,21
2392,4,6
2392,5,0
2392,6,27
9478,1,91
9478,2,64
9478,3,128
9478,4,65
9478,5,3
9478,6,50
113,1,11
113,2,0
113,3,7
113,4,3
113,5,1
113,6,6
2863,1,738
2863,2,20
2863,3,172
2863,4,52
2863,5,50
2863,6,20
1802,1,412
1802,2,5
1802,3,119
1802,4,38
1802,5,29
1802,6,77
520,1,3
520,2,3
520,3,7
520,4,6
520,5,2
520,6,9
8275,1,16
8275,2,0
8275,3,3
8275,4,0
8275,5,0
8275,6,1
9750,1,731
9750,2,60
9750,3,353
9750,4,78
9750,5,12
9750,6,73
2607,1,424
2607,2,17
2607,3,118
2607,4,7
2607,5,23
2607,6,41
7214,1,792
7214,2,0
7214,3,275
7214,4,45
7214,5,45
7214,6,126
5835,1,21
5835,2,2
5835,3,28
5835,4,3
5835,5,2
5835,6,9
3896,1,22
3896,2,1
3896,3,11
3896,4,0
3896,5,1
3896,6,2
10350,1,33
10350,2,0
10350,3,5
10350,4,0
10350,5,0
10350,6,0
7786,1,68
7786,2,7
7786,3,59
7786,4,10
7786,5,5
7786,6,11
2861,1,9
2861,2,1
2861,3,6
2861,4,3
2861,5,0
2861,6,4
663,1,40
663,2,2
663,3,15
663,4,8
663,5,0
663,6,6
10675,1,909
10675,2,11
10675,3,218
10675,4,0
10675,5,0
10675,6,23
2521,1,23
2521,2,1
2521,3,13
2521,4,2
2521,5,2
2521,6,18
9592,1,11
9592,2,2
9592,3,9
9592,4,3
9592,5,0
9592,6,8
10151,1,317
10151,2,46
10151,3,247
10151,4,151
10151,5,46
10151,6,139
7381,1,797
7381,2,153
